ID,Vec
90,['非法组织施工']
91,['未严格依法行政']
92,"['近', '60']"
93,['如']
94,"['约', '00']"
95,"['约', '100']"
96,"['约', '7.7KN']"
97,"['约', '70']"
98,"['超', '资质承揽']"
99,"['包', '给']"
100,"['经常', '不在岗']"
101,"['空洞', '交待']"
102,['1.211.66倍']
103,['1218']
104,['1472014']
105,['1622008']
106,"['196', '2010操作']"
107,['2011143']
108,['2012244']
109,['8091']
110,['GB500072011']
111,['JGJ']
112,"['JGJ', '162']"
113,['LJ13']
114,['大约3.601.78平方米']
115,"['四个', 'Φ']"
116,['3.1条']
117,['3.2条']
118,['4.1条']
119,['4.5条']
120,['5.0条']
121,['6.9条']
122,"['千吨', '囤']"
123,['0.63吨米']
124,"['1026', '条']"
125,"['10', '万元']"
126,['14楼']
127,"['17', '日']"
128,['2.114吨米']
129,"['2012233', '号']"
130,"['201223', '号']"
131,['23楼']
132,"['23', '名']"
133,"['26', '日']"
134,['30%强度']
135,"['5802', '米']"
136,"['7.7KN', '㎡']"
137,"['70', '°']"
138,"['大部分', '安全员']"
139,"['大量', '建筑材料']"
140,"['大量', '劣质砖瓦']"
141,"['二十二冶', '集团']"
142,"['离地10', '米']"
143,"['10', '月31']"
144,['2530%']
145,"['5.1', '第']"
146,"['91', '第']"
147,"['高', '13.6米']"
148,"['非专业', '施工作业人员']"
149,['高大构筑物']
150,"['高强', '螺栓']"
151,"['高支模安全', '专项施工方案']"
152,"['上下', '安全通道']"
153,"['特殊', '工种上岗操作证']"
154,"['新', '龙建筑工程有限公司']"
155,"['新', '山峰脚手架吊篮租赁']"
156,"['总', '包到分包']"
157,"['时', '20分许']"
158,"['下', '称市']"
159,['安全检查频次']
160,['6.3t10t']
161,"['规范JGJ', '1302001']"
162,['国家标准GB1005588']
163,['夹角']
164,['间距1.4']
165,['建设地基基础设计规范GB50007']
166,"['煤油', '18千克']"
167,['月']
168,['8.0条']
169,"['012号', '塔吊']"
170,"['02米', '单层贝雷桁架']"
171,"['100千克', '机油']"
172,"['10KV高压', '输电']"
173,"['14队', '队长戚某']"
174,"['16千克', '煤油']"
175,"['2.27米', '误差']"
176,['2.3kgcm2']
177,"['22mm钢筋', '预埋', '吊环']"
178,"['41名', '人员']"
179,"['50吨', '汽车吊']"
180,"['58', '线']"
181,"['58808m', '²']"
182,['CD轴']
183,"['C轴交11', '轴']"
184,['EG轴区域']
185,"['N2粘土岩', '地层']"
186,"['N2粘土岩层', '界面']"
187,"['柏油', '马路']"
188,"['班组作业', '日']"
189,"['北部', '挡土墙标高']"
190,"['步距1.9', 'm']"
191,"['彩钢活动板房', '项目']"
192,"['操作工人', '质量']"
193,"['测量', '步距1.9']"
194,"['拆卸', '安全技术规程JGJ']"
195,"['柴油', '100千克']"
196,"['厂房', '工地']"
197,['车间班组']
198,['分包单位资质']
199,"['高处作业资格', '人员']"
200,['工作实施方案']
201,"['拱顶', '上部']"
202,"['固安众合建筑材料', '设备']"
203,"['邯郸市佳发建筑', '劳务']"
204,['合格安全帽']
205,['合格从业人员']
206,['合格顶板模板支撑体系']
207,['合格施工升降机']
208,"['荷载1.89吨', '米']"
209,"['集团股份有限公司第一分', '公司']"
210,['甲方监理单位']
211,"['甲方项目管理', '人员']"
212,"['建设', '工程质量安全监督站']"
213,"['建设', '工地项目经理']"
214,"['建设', '集团股份有限公司第一分']"
215,"['建设工程安全生产管理条例', '第二十六条第一款第二']"
216,"['建设工程安全生产管理条例', '第二十一条第二款']"
217,"['建设工程安全生产管理条例', '第四条']"
218,"['建设工程质量管理条例', '第五条']"
219,"['建设监理有限责任', '公司']"
220,['建研珠海设计部中建五局']
221,"['建筑拆除工程安全技术规范', 'JGJ']"
222,"['建筑法', '第七条第一款']"
223,"['建筑施工高处作业安全技术规范', 'JGJ']"
224,"['建筑施工扣件式钢管脚手架安全技术规范', '6.9']"
225,"['建筑施工模板安全技术规范', '5.1']"
226,"['建筑施工模板安全技术规范', '8.0']"
227,['建筑施工模板安全技术规范JGJ']
228,"['蛟河市市政维修管理处', '主任']"
229,['脚手架操作规程']
230,"['经济', '开发区管委会']"
231,"['辽源矿业集团', '有限责任']"
232,"['模板专项施工', '方案']"
233,"['某安装公司二分', '公司']"
234,"['某安装公司二分', '公司项目经理应某']"
235,"['幕墙施工', '项目']"
236,"['幕墙装饰', '工程']"
237,"['泥工', '班']"
238,"['弄虚作假', '徇私舞弊']"
239,['起重吊装人员']
240,"['起重机械', '设备操作资格证']"
241,"['起重设备', '安装工人']"
242,"['全市', '建设安全监管主管机构']"
243,"['人民政府', '建设行政主管部门']"
244,"['山洪灾害', '事故中']"
245,"['上级工程质量监督', '部门']"
246,"['沈阳盈泰起重技术', '服务']"
247,"['审查', '把关不严格']"
248,"['生产', '部长吴某']"
249,"['生产', '副总经理田某']"
250,"['省', '公路工程养护处']"
251,['施工副队长王某']
252,"['施工', '企业安全管理体系']"
253,"['施工', '人员配备']"
254,"['施工', '生产秩序']"
255,"['施工', '栈桥']"
256,"['施工', '支架图纸']"
257,"['施工队', '拆装一班班长']"
258,"['施工工程发包', '合同']"
259,"['施工人员何兰发', '牛']"
260,['事故间接原因']
261,"['松原市住建局物业管理', '中心']"
262,"['松原天山物业管理有限责任公司万隆', '花园']"
263,"['缩颈', '现象']"
264,"['瓦工', '组长张某']"
265,"['外协加工', '单位']"
266,"['危险性较大的分部分项工程安全管理办法', '第九条']"
267,['违规违章作业行为']
268,"['物业', '经理陈晶梅']"
269,"['现场', '施工人员何兰发']"
270,"['硝化甘油', '耐冻炸药']"
271,"['新建', '厂房']"
272,"['信号司索工上岗', '作业']"
273,"['修理', '施工队']"
274,"['延吉市建筑业', '管理处']"
275,"['长期习惯性违章', '操作']"
276,"['职工', '安全教育培训']"
277,"['指挥', '人员配备严重不足']"
278,"['主体', '工程项目监理单位']"
279,['自检互检']
280,['自检互检等']
281,['QF厂厂长']
282,['国家标准GB1581']
283,"['月', '10日']"
284,"['月', '13日']"
285,"['月', '15日']"
286,"['月', '24日至']"
287,"['月', '28日至30日']"
288,"['月', '日']"
289,['14条']
290,['23条']
291,['26条']
292,['安全生产法']
293,['部令']
294,['电建公司']
295,['房屋建筑和市政基础设施工程施工图设计文件审查管理办法']
296,['公路桥涵施工技术规范']
297,['建设工程安全生产管理条例']
298,['建设工程质量管理条例']
299,['建设工程质量管理条例']
300,['建筑法']
301,['建筑施工企业主要负责人项目负责人和专职安全生产管理人员安全生产管理规定']
302,['建筑施工起重吊装工程安全技术规范']
303,['建字']
304,['危险性较大的分部分项工程安全管理办法']
305,"['12.4米', '高']"
306,"['24米', '高']"
307,"['5m', '高']"
308,"['盗用', '建筑', '公司', '签订', '劳务分包合同']"
309,"['实际', '承包', '全部', '工程施工']"
310,"['并', '安排', '无建筑施工资质', '具体', '负责', '组织', '工作']"
311,"['非法分包', '给', '周彦栋']"
312,"['作业', '劳务分包资质']"
313,"['非法分包', '给', '薛西来']"
314,"['作业', '分包资质']"
315,"['系统', '存在', '安全隐患']"
316,"['不具备', '情况下']"
317,"['张专元', '安排', '人员', '冒险', '进行', '混凝土浇筑作业']"
318,"['指挥', '作业']"
319,"['在', '作业', '劳务分包资质']"
320,"['不具备', '情况下']"
321,"['非法承包', '脚手架', '施工']"
322,['情况下']
323,"['人员', '进行', '满堂支撑架', '搭设']"
324,"['并', '安排', '现场', '作业']"
325,"['系统', '存在', '安全隐患']"
326,"['不具备', '和', '未整改到位']"
327,"['确认', '情况下']"
328,"['史', '发生', '安排']"
329,"['冒险', '作业']"
330,"['作业', '分包资质']"
331,"['不具备', '情况下', '非法承包', '作业', '施工']"
332,"['系统', '存在', '安全隐患']"
333,"['不具备', '情况下']"
334,"['史', '发生', '安排', '人员', '冒险']"
335,"['主体责任', '不落实']"
336,"['未认真执行', '有关', '和', '程序']"
337,"['落实', '建设工程安全生产监理', '责任', '实施', '监理']"
338,"['存在', '借用', '资质']"
339,"['监理', '不到位']"
340,"['未按', '建市', '248号', '要求']"
341,"['满堂支撑架', '搭设', '施工单位', '冒险', '不到位']"
342,"['主体责任', '不落实']"
343,"['现场', '施工', '不够']"
344,"['报告', '程度', '不够']"
345,['监督整改不力']
346,"['责任', '不落实']"
347,['审批把关不严']
348,"['整改', '不到位']"
349,"['教育', '不到位']"
350,['不到位']
351,"['项目', '未取得', '建筑工程施工许可证']"
352,"['默许', '非法开工', '建设']"
353,"['审查', '把关不严']"
354,"['开展', '打非治违', '整治措施不力']"
355,"['没有', '发现', '一系列', '违法行为']"
356,"['开展', '安全教育培训', '监督不力']"
357,"['监督', '不到位']"
358,"['安全监管职责', '不落实']"
359,"['隐患排查治理', '不彻底']"
360,"['项目', '未取得', '建筑工程施工许可证']"
361,"['默许', '非法开工', '建设']"
362,"['中', '发现', '模板', '没有', '专项施工方案', '这一安全隐患']"
363,"['采取', '停工', '处理']"
364,"['未能', '排除', '拆除', '封条']"
365,"['也', '未对', '监管', '措施']"
366,"['抽查', '中']"
367,"['先后', '下达', '次', '隐患整改通知书']"
368,"['发现', '未进行', '监督', '检查']"
369,"['致使', '整改', '流于形式']"
370,"['市住建局', '作为', '全市', '建设行政主管部门']"
371,"['活动', '监管不力']"
372,"['开展', '力度', '不够']"
373,"['职业技能培训', '监督不力']"
374,"['督促', '落实', '建筑施工安全', '管理工作']"
375,"['称市', '质监站']"
376,"['质监站', '负责', '指导', '建筑施工安全', '工作']"
377,"['安全', '管理业务指导不够']"
378,"['开展', '不深入']"
379,"['督促', '借用', '资质承揽', '工程']"
380,['未批先建']
381,['非法转包分包']
382,"['专项', '方案']"
383,"['施工人员', '无证上岗', '力度', '不够']"
384,"['责任', '不落实']"
385,"['管理中心', '是']"
386,"['包靠', '中学', '项目']"
387,"['没有', '认真', '履行', '一岗双责', '职责']"
388,"['督促', '开展', '安全隐患排查力度']"
389,"['管委会', '落实', '职责', '不到位']"
390,"['组织', '开展', '打非治违', '整治措施不力']"
391,"['监督', '落实', '安全生产', '主体责任']"
392,"['督促', '履行', '监管', '职责']"
393,"['公司', '作为', '工程', '施工方']"
394,"['疏于', '管理']"
395,"['未对', '实施', '培训', '教育']"
396,"['从事', '未指派', '安全员', '实施', '监督']"
397,"['是', '事故', '发生']"
398,"['厂房', '粉刷', '涂饰工程发包', '个人']"
399,"['洪源', '不具备', '安全生产', '条件']"
400,"['非法承揽', '粉刷', '涂饰', '工程']"
401,"['劳务', '作业']"
402,"['管理', '有限公司']"
403,"['作为', '具体', '施工方']"
404,"['意识', '薄弱']"
405,['安全管理混乱']
406,"['未经', '考核', '合格', '人员', '进行', '指挥', '作业']"
407,"['违规作业违章指挥', '违反', '劳动纪律', '频频', '出现']"
408,"['公司', '制订', '制度', '形同虚设']"
409,"['一再', '落空']"
410,"['安全管理', '无人问津']"
411,"['致使', '模糊']"
412,"['随意', '施工']"
413,"['股份', '有限公司']"
414,"['作为', '工程承包方']"
415,"['工程', '一包']"
416,"['仅限于', '制作', '检查', '方案']"
417,"['措施', '落实']"
418,"['严格', '落实', '安全生产', '责任']"
419,"['致使', '主体责任', '流于形式']"
420,"['有限责任', '公司']"
421,"['监理', '方']"
422,"['安全生产', '监理']"
423,"['有', '有']"
424,"['甚至', '有无', '擅自', '操作', '塔吊作业']"
425,"['不及时', '制止']"
426,"['上', '检查']"
427,"['施工现场', '存在', '安全隐患', '放任自流']"
428,"['监理', '不到位']"
429,"['有限责任', '公司']"
430,"['作为', '相邻']"
431,"['防护', '措施']"
432,"['德州', '监狱']"
433,"['作为', '发包方']"
434,"['签订', '管理', '协议']"
435,"['没有', '起到', '、', '管理']"
436,"['天源热电', '未落实', '安全管理', '主体责任']"
437,"['工程', '疏于', '管理']"
438,"['管理', '责任']"
439,"['资质', '原件']"
440,['备案']
441,"['未办理', '工程施工许可']"
442,"['未发现', '违法行为']"
443,"['安全管理', '责任']"
444,"['未审查', '外来施工人员资格证书']"
445,"['未与', '签订', '安全', '协议']"
446,"['分包单位', '纳入', '单位', '安全管理']"
447,"['施工方', '非法发包工程']"
448,"['违法组织', '施工']"
449,['安全管理混乱']
450,['严重违法违规']
451,"['、', '承包工程']"
452,"['拆除', '工程', '层层分包']"
453,"['发包', '给', '自然人']"
454,"['无资质承揽', '工程']"
455,"['违法组织', '施工']"
456,"['无组织', '机构']"
457,['无安全管理制度']
458,"['从业人员', '无资格证书']"
459,"['烟囱', '拆除', '施工', '方案']"
460,"['和', '安全技术交底']"
461,"['疏于', '管理']"
462,"['监管', '责任']"
463,"['电力', '拆除', '疏于', '管理']"
464,"['必须', '管', '安全意识']"
465,"['履行', '责任', '不力']"
466,"['监管', '机制']"
467,"['未开展', '监督', '检查']"
468,"['未发现', '拆除', '各类', '隐患', '采取', '管理', '措施']"
469,"['未按', '要求', '履行', '核准', '职责']"
470,"['管理', '措施']"
471,"['责任', '落实', '不到位']"
472,"['督促', '指导', '工作', '不力']"
473,"['政府', '未落实', '管理', '责任']"
474,"['检查', '不彻底']"
475,['未督促']
476,"['责任', '落实', '不到位']"
477,"['负有', '部门', '职能', '界定不清']"
478,"['督促', '指导', '工作', '不力']"
479,"['监管部门', '落实', '安全监管责任']"
480,['兴安']
481,"['彩钢活动板房', '安装', '工程发包', '无相应', '安装', '资质']"
482,"['李秋来', '作为', '实际', '承包人']"
483,"['疏于', '管理']"
484,"['未及时', '制止', '带电', '施工']"
485,"['是否', '符合', '安全', '条件', '进行', '检查']"
486,['间接原因']
487,"['未系', '安全绳']"
488,"['在', '取下', '钢丝绳']"
489,"['没有', '及时', '通知', '作业']"
490,['分析']
491,"['因为', '未及时', '上报']"
492,"['太', '长']"
493,"['现场', '破坏']"
494,"['已经', '无从查证']"
495,"['一致', '认定']"
496,['生产安全责任事故']
497,"['教育', '不到位']"
498,"['是', '月', '到', '西山汇景项目部']"
499,"['没有', '进行', '培训', '教育']"
500,"['简单', '交待', '一些', '注意事项', '直接', '安排', '其', '上岗作业']"
501,"['员工', '缺乏', '应有', '防范', '意识']"
502,['安全隐患排查整改不力']
503,"['严格', '履行', '好', '安全生产管理职责']"
504,"['隐患排查', '整改不力']"
505,"['是', '没有', '引起', '重视']"
506,"['没有', '予以', '更换']"
507,"['祥和', '公司']"
508,"['东湖景园C区', '施工总承包单位']"
509,"['公司', '管理混乱']"
510,"['资质', '出借给', '和', '个人', '承接', '工程']"
511,"['公司', '使用', '非', '资格证书']"
512,"['吴秋炎', '作为', '东湖景园项目经理']"
513,"['实际', '参与', '管理', '活动']"
514,"['安全生产', '主体责任']"
515,"['责任制', '不落实']"
516,"['项目部', '签订', '安全生产', '责任书']"
517,"['管理制度', '不健全']"
518,"['制度', '不落实']"
519,"['未建立', '安全隐患排查整治', '制度']"
520,"['未认真贯彻落实', '武汉市城乡建设委员会']"
521,"['认真', '做好', '全市建设工程安全隐患大排查', '工作', '&', 'gt']"
522,"['组织', '开展', '建筑', '起重机械安全专项', '文件精神']"
523,"['使用', '检查和隐患排查', '流于形式']"
524,"['未能及时发现', '整改', '重大安全隐患']"
525,"['问题', '是', '事故', '发生']"
526,"['施工', '项目部']"
527,"['党委书记易少', '啟以', '祥和', '组织', '成立']"
528,"['均', '非']"
529,"['安全员', '不具备', '岗位执业资格']"
530,"['管理制度', '不健全']"
531,"['开工', '情况下']"
532,"['违规进场', '施工']"
533,"['中', '忽视', '安全管理']"
534,['现场管理混乱']
535,"['并', '存在', '非法转包']"
536,"['未依照', '武汉市建筑起重机械备案登记与监督管理实施办法']"
537,"['进行', '和', '验收']"
538,"['擅自', '使用']"
539,"['联系', '购买']"
540,"['私自', '操作', '施工升降机', '行为']"
541,"['批评', '教育']"
542,"['制止', '管控不力']"
543,"['未认真贯彻落实', '武汉市城乡建设委员会']"
544,"['认真', '做好', '全市建设工程安全隐患大排查', '工作', '&', 'gt']"
545,"['组织', '开展', '建筑', '起重机械安全专项', '文件精神']"
546,"['使用', '检查和隐患排查', '流于形式']"
547,"['未能及时发现', '整改', '重大安全隐患']"
548,"['问题', '是', '事故', '发生']"
549,"['中汇', '公司']"
550,"['维护', '单位']"
551,"['主体责任', '不落实']"
552,"['管理制度', '不健全']"
553,"['教育', '不到位']"
554,"['安全意识', '薄弱']"
555,"['内部', '管理混乱']"
556,"['起重机械', '安装']"
557,"['安装', '不规范']"
558,"['安装', '记录', '不全不实']"
559,"['安排', '员工杜三武', '负责', '施工升降机', '维修保养']"
560,"['未依照', '武汉市建筑起重机械备案登记与监督管理实施办法']"
561,"['进行', '使用', '管理']"
562,"['未认真贯彻落实', '武汉市城乡建设委员会']"
563,"['认真', '做好', '全市建设工程安全隐患大排查', '工作', '&', 'gt']"
564,"['组织', '开展', '建筑', '起重机械安全专项', '文件精神']"
565,"['使用', '维护', '流于形式']"
566,"['未能及时发现', '整改', '重大安全隐患']"
567,"['问题', '是', '事故', '发生']"
568,['万嘉公司']
569,"['管理', '单位']"
570,"['公司', '不具备', '管理', '资质']"
571,"['东湖景园', '无建设工程规划许可证', '情况下']"
572,"['进场', '开工']"
573,"['未经', '放']"
574,"['擅自', '要求', '施工方', '作为', '依据']"
575,"['进行', '放线施工']"
576,"['单元', '住宅用房']"
577,"['虚假招投标', '活动']"
578,"['安全生产', '主体责任']"
579,"['责任制', '不落实']"
580,"['未与', '签订', '安全生产', '责任书']"
581,"['管理制度', '不健全']"
582,"['未建立', '安全隐患排查整治', '制度']"
583,"['只', '注重', '工程进度']"
584,"['忽视', '安全管理']"
585,"['未依照', '武汉市建筑起重机械备案登记与监督管理实施办法']"
586,"['督促', '进行', '使用', '管理']"
587,"['未认真贯彻落实', '武汉市城乡建设委员会']"
588,"['认真', '做好', '全市建设工程安全隐患大排查', '工作', '&', 'gt']"
589,"['组织', '开展', '建筑', '起重机械安全专项', '文件精神']"
590,"['安装', '使用', '检查和隐患排查', '流于形式']"
591,"['未能及时发现', '重大安全隐患']"
592,"['问题', '是', '事故', '发生']"
593,['博特公司']
594,"['东湖景园C区', '监理单位']"
595,"['主体责任', '不落实']"
596,"['监理部', '签订', '安全生产', '责任书']"
597,"['管理制度', '不健全']"
598,"['落实', '不到位']"
599,"['内部', '管理混乱']"
600,"['对', '指导', '不到位']"
601,"['分公司', '建立健全', '安全生产', '管理制度']"
602,['不到位']
603,"['博特公司', '使用', '非']"
604,"['曾雯', '作为', '项目', '总监']"
605,"['实际', '参与', '监理', '活动']"
606,"['人员', '不具备', '岗位执业资格']"
607,"['安全管理制度', '不健全']"
608,"['在', '未取得']"
609,"['违规进场', '监理']"
610,"['未依照', '武汉市建筑起重机械备案登记与监督管理实施办法']"
611,"['督促', '进行', '使用', '管理']"
612,"['也', '未参加', '验收']"
613,"['未认真贯彻落实', '武汉市城乡建设委员会']"
614,"['认真', '做好', '全市建设工程安全隐患大排查', '工作', '&', 'gt']"
615,"['组织', '开展', '建筑', '起重机械安全专项', '文件精神']"
616,"['安装', '使用', '检查和隐患排查', '流于形式']"
617,"['未能及时发现', '重大安全隐患']"
618,"['问题', '是', '事故', '发生']"
619,"['东湖', '村委会']"
620,"['建设', '单位']"
621,"['违反', '管理', '单位']"
622,"['落实', '监督', '不到位']"
623,"['未认真贯彻落实', '武汉市城乡建设委员会']"
624,"['认真', '做好', '全市建设工程安全隐患大排查', '工作', '&', 'gt']"
625,"['组织', '开展', '建筑', '起重机械安全专项', '文件精神']"
626,"['施工现场', '存在', '督促整改不力']"
627,"['问题', '是', '事故', '发生']"
628,"['建设', '主管部门']"
629,"['武汉市城乡建设委员会', '作为', '行业', '主管部门']"
630,"['进行', '部署']"
631,"['领导', '不力']"
632,"['检查', '不到位']"
633,"['对', '和', '监督不力']"
634,"['办公室', '指定', '建筑', '管理站']"
635,"['工作', '不到位']"
636,"['未能及时发现', '并', '制止', '违法施工', '行为']"
637,"['管理站', '作为', '全市', '建设安全监管主管机构']"
638,"['对', '指导', '不力']"
639,"['检查', '不到位']"
640,"['未能', '制止', '违法施工', '行为']"
641,"['工作', '落实', '不力']"
642,"['分站', '作为', '安全监管', '单位']"
643,['情况下']
644,['未能']
645,['不到位']
646,"['工作', '贯彻执行不力']"
647,"['及时', '有效', '督促参建', '各方', '认真', '开展', '和', '整改']"
648,"['致使', '未及时', '得到', '排查']"
649,"['问题', '是', '事故', '发生']"
650,"['武汉市', '城管执法部门']"
651,"['管理局', '作为', '执法', '部门']"
652,"['在', '接到']"
653,"['没有', '严格执法']"
654,['该局']
655,"['主持', '月度绩效考核', '例会']"
656,"['东湖景园', '当作', '重点', '工程']"
657,"['同意', '东湖生态旅游风景区', '查']"
658,"['暂缓', '拆除', '意见']"
659,"['之后', '没有', '进一步', '检查', '督办', '相关', '手续']"
660,"['使得', '得以']"
661,"['东湖生态旅游风景区城管执法局', '作为', '执法', '部门']"
662,"['在', '接到']"
663,"['下达', '拆除', '通知书', '强制', '拆除', '决定书']"
664,"['但', '没有', '严格执行']"
665,"['在', '争取']"
666,['争取']
667,"['没有', '督促', '相关', '手续']"
668,"['使得', '得以']"
669,"['问题', '是', '事故', '发生']"
670,"['工作', '办事处']"
671,"['办事处', '作为', '风景区管委会', '派出']"
672,"['村', '在内', '机构']"
673,"['安全生产', '责任制']"
674,"['未正确', '领导', '东湖景园参建各方', '严格执行', '和', '文件精神']"
675,"['是', '事故', '发生']"
676,['东湖生态旅游风景区管委会']
677,['东湖生态旅游风景区管委会']
678,"['负责', '机构']"
679,"['安全生产', '责任制']"
680,"['监管部门', '严格执行', '和', '文件精神']"
681,"['是', '事故', '发生']"
682,"['法制观念', '不强', '安全意识淡薄']"
683,"['使用', '均', '有', '规范', '标准']"
684,"['施工单位', '在', '进行', '物品', '处理']"
685,"['违法私自', '销毁']"
686,"['物品', '管理混乱']"
687,"['企业', '在']"
688,"['没有', '有关', '规定']"
689,"['物品', '管理混乱']"
690,"['不认真', '履行', '签字', '手续']"
691,"['屡有', '发生']"
692,"['监管部门', '不认真履行职责']"
693,"['监管', '不到位']"
694,"['公司', '违反', '铁路工程建设监理规范']"
695,['不到位']
696,"['擅自', '离岗']"
697,"['现场监理', '形同虚设']"
698,['不到位']
699,"['协助', '不认真']"
700,"['管理', '不严格']"
701,"['中', '存在', '薄弱环节']"
702,"['铁道部工程质量安全', '监督', '有关', '规定']"
703,"['进行', '每月', '抽查']"
704,"['但', '抽查', '工程', '实体', '方面']"
705,"['审查', '把关不严格']"
706,"['检查', '不认真', '不彻底']"
707,"['进行', '例行', '检查']"
708,"['民爆', '科及', '经常', '检查']"
709,"['不认真', '不细致']"
710,"['没有', '及时发现', '事故隐患']"
711,"['20日', '上午']"
712,"['施工现场', '在', '实施', '混凝土浇筑']"
713,"['没有', '情况下']"
714,"['也', '未确认', '是否', '具备', '混凝土浇筑', '安全生产', '条件']"
715,"['混凝土浇筑', '令']"
716,"['落实', '模板支撑体系', '位移', '保证', '措施']"
717,"['开始', '实施', '混凝土浇筑']"
718,"['时', '20分许']"
719,"['混凝土浇筑', '到', 'D轴', '交']"
720,"['将近', '完成']"
721,"['据', '已', '浇筑']"
722,"['/', '㎡']"
723,"['超过', '实际', '承载力']"
724,['由于']
725,['事故']
726,"['应急', '拆除']"
727,"['难以', '依据', '基础', '处理', '相对', '承载力']"
728,"['导致', '坍塌']"
729,"['瞬间', '坠落']"
730,"['主体责任', '落实', '不到位']"
731,"['一是', '未能', '落实', '空间', '作业管理制度']"
732,"['严格', '督促', '从业人员', '认真执行', '及', '安全操作规程']"
733,"['未能', '督促', '从业人员', '佩戴', '劳动防护用品']"
734,"['安全教育培训', '不到位']"
735,"['从业人员', '缺乏', '辨识', '能力']"
736,['安全意识淡薄']
737,"['应急救援预案', '停留']"
738,"['未进行', '演练']"
739,"['从业人员', '缺乏', '和', '自我防护常识']"
740,"['新建', '投', '安全管理', '职责', '履行', '安全管理制度', '不健全']"
741,"['一是', '规章制度']"
742,"['未能及时发现', '违章行为']"
743,"['签订合同时', '未与', '施工单位', '签订', '安全管理协议']"
744,"['安全管理', '职责']"
745,['情况下']
746,"['并', '同意', '通水']"
747,"['四是', '在', '工人', '进入', '管道']"
748,"['现场', '监护']"
749,"['管理局', '履行', '监管', '职责', '不到位']"
750,"['按照', '高新区', '各部门工作职责']"
751,"['管理局', '负有', '、', '安全监督管理职责']"
752,"['、', '园林']"
753,"['投', '公司', '为', '两块', '牌子']"
