ID,sentence
57,指导寿光市开展热力企业落实安全生产主体责任落实不到位,
58,属地管理责任不落实,
59,寿光市政府贯彻国家建设和市政方面的法律法规不到位,
60,对辖区内的市政工程建设施工监管不力,
61,施工、监理、建设单位安全生产主体责任不落实,
62,施工单位安全生产主体责任不落实,
63,违规出借资质,
64,违法违规组织工程施工,
65,永安公司安全生产主体责任不落实,
66,明知段雪梅无相应建筑施工资质,
67,不具备安全生产条件,
68,仍出借资质证书允许段雪梅以本公司的名义承包实验中学项目,
69,未履行安全生产管理职责,
70,任命2013年已离职的二级建造师王剑刚为施工项目经理,
71,未向施工现场派驻任何管理人员和技术人员实施有效管理,
72,段雪梅非法挂靠,
73,非法转包,
74,非法组织施工,
75,在无建筑施工资质,
76,不具备安全生产条件的情况下,
77,非法挂靠在永安公司名下承包实验中学项目,
78,将非法承包的工程项目以主体清工,
79,其他工程施工全面非法转包给别人的形式非法转包给史发生,
80,安排无建筑施工资质的张专元和王永强分别担任施工队长和施工员,
81,非法组织施工,
82,张专元,
83,代表段雪梅负责项目的施工管理,
84,具体负责与建设单位、监理单位及分包单位的协调和施工进度,
85,在明知演播厅模板支撑系统搭设不规范,
86,在监理人员告知存在安全隐患的情况下,
87,仍违规违章安排进行混凝土冒险作业,
88,史发生盗用资质,
89,非法承包和转包,
90,非法组织施工,
91,未严格依法行政,
92,近60,
93,如39,
94,约00,
95,约100,
96,约7.7KN,
97,约70,
98,超资质承揽,
99,分别包给,
100,经常不在岗,
101,空洞交待,
102,1.211.66倍,
103,1218,
104,1472014,
105,1622008,
106,1962010操作,
107,2011143,
108,2012244,
109,8091,
110,GB500072011,
111,JGJ,
112,JGJ162,
113,LJ13,
114,大约3.601.78平方米,
115,四个Φ,
116,3.1条,
117,3.2条,
118,4.1条,
119,4.5条,
120,5.0条,
121,6.9条,
122,千吨囤,
123,0.63吨米,
124,1026条,
125,10万元,
126,14楼,
127,17日,
128,2.114吨米,
129,2012233号,
130,201223号,
131,23楼,
132,23名,
133,26日,
134,30%强度,
135,5802米,
136,7.7KN㎡,
137,70°,
138,大部分安全员,
139,大量建筑材料,
140,大量劣质砖瓦,
141,二十二冶集团,
142,离地10米,
143,10月31,
144,2530%左右,
145,5.1第,
146,91第,
147,高13.6米,
148,非专业施工作业人员,
149,高大构筑物,
150,高强螺栓,
151,高支模安全专项施工方案,
152,上下安全通道,
153,特殊工种上岗操作证,
154,新龙建筑工程有限公司,
155,新山峰脚手架吊篮租赁,
156,总包到分包,
157,时20分许,
158,下称市,
159,安全检查频次,
160,6.3t10t,
161,规范JGJ1302001,
162,国家标准GB1005588,
163,夹角70,
164,间距1.4,
165,建设地基基础设计规范GB50007,
166,煤油18千克,
167,月28,
168,8.0条,
169,012号塔吊,
170,02米单层贝雷桁架,
171,100千克机油,
172,10KV高压输电,
173,14队队长戚某,
174,16千克煤油,
175,2.27米误差,
176,2.3kgcm2,
177,22mm钢筋预埋吊环,
178,41名人员,
179,50吨汽车吊,
180,58线,
181,58808m²,
182,CD轴,
183,C轴交11轴,
184,EG轴区域,
185,N2粘土岩地层,
186,N2粘土岩层界面,
187,柏油马路,
188,班组作业日,
189,北部挡土墙标高,
190,步距1.9m,
191,彩钢活动板房项目,
192,操作工人质量,
193,测量步距1.9,
194,拆卸安全技术规程JGJ,
195,柴油100千克,
196,厂房工地,
197,车间班组,
198,分包单位资质,
199,高处作业资格人员,
200,工作实施方案,
201,拱顶上部,
202,固安众合建筑材料设备,
203,邯郸市佳发建筑劳务,
204,合格安全帽,
205,合格从业人员,
206,合格顶板模板支撑体系,
207,合格施工升降机,
208,荷载1.89吨米,
209,集团股份有限公司第一分公司,
210,甲方监理单位,
211,甲方项目管理人员,
212,建设工程质量安全监督站,
213,建设工地项目经理,
214,建设集团股份有限公司第一分,
215,建设工程安全生产管理条例第二十六条第一款第二,
216,建设工程安全生产管理条例第二十一条第二款,
217,建设工程安全生产管理条例第四条,
218,建设工程质量管理条例第五条,
219,建设监理有限责任公司,
220,建研珠海设计部中建五局,
221,建筑拆除工程安全技术规范JGJ,
222,建筑法第七条第一款,
223,建筑施工高处作业安全技术规范JGJ,
224,建筑施工扣件式钢管脚手架安全技术规范6.9,
225,建筑施工模板安全技术规范5.1,
226,建筑施工模板安全技术规范8.0,
227,建筑施工模板安全技术规范JGJ,
228,蛟河市市政维修管理处主任,
229,脚手架操作规程,
230,经济开发区管委会,
231,辽源矿业集团有限责任,
232,模板专项施工方案,
233,某安装公司二分公司,
234,某安装公司二分公司项目经理应某,
235,幕墙施工项目,
236,幕墙装饰工程,
237,泥工班,
238,弄虚作假徇私舞弊,
239,起重吊装人员,
240,起重机械设备操作资格证,
241,起重设备安装工人,
242,全市建设安全监管主管机构,
243,人民政府建设行政主管部门,
244,山洪灾害事故中,
245,上级工程质量监督部门,
246,沈阳盈泰起重技术服务,
247,审查把关不严格,
248,生产部长吴某,
249,生产副总经理田某,
250,省公路工程养护处,
251,施工副队长王某,
252,施工企业安全管理体系,
253,施工人员配备,
254,施工生产秩序,
255,施工栈桥,
256,施工支架图纸,
257,施工队拆装一班班长,
258,施工工程发包合同,
259,施工人员何兰发牛,
260,事故间接原因,
261,松原市住建局物业管理中心,
262,松原天山物业管理有限责任公司万隆花园,
263,缩颈现象,
264,瓦工组长张某,
265,外协加工单位,
266,危险性较大的分部分项工程安全管理办法第九条,
267,违规违章作业行为,
268,物业经理陈晶梅,
269,现场施工人员何兰发,
270,硝化甘油耐冻炸药,
271,新建厂房,
272,信号司索工上岗作业,
273,修理施工队,
274,延吉市建筑业管理处,
275,长期习惯性违章操作,
276,职工安全教育培训,
277,指挥人员配备严重不足,
278,主体工程项目监理单位,
279,自检互检,
280,自检互检等,
281,QF厂厂长杨,
282,国家标准GB15811995,
283,月10日,
284,月13日,
285,月15日,
286,月24日至,
287,月28日至30日,
288,月日至,
289,14条第,
290,23条第,
291,26条第,
292,安全生产法第,
293,部令第,
294,电建公司第三,
295,房屋建筑和市政基础设施工程施工图设计文件审查管理办法第,
296,公路桥涵施工技术规范第,
297,建设工程安全生产管理条例第,
298,建设工程质量管理条例第二十五条第二款,
299,建设工程质量管理条例第十三条,
300,建筑法第,
301,建筑施工企业主要负责人项目负责人和专职安全生产管理人员安全生产管理规定第,
302,建筑施工起重吊装工程安全技术规范第,
303,建字第,
304,危险性较大的分部分项工程安全管理办法第,
305,12.4米高,
306,24米高,
307,5m高,
308,盗用潍坊金芝建筑劳务有限公司名义与永安建筑公司签订劳务分包合同,
309,实际承包了含主体工程建设在内的全部工程施工,
310,并安排无建筑施工资质的史善平代表其具体负责现场施工组织工作,
311,将脚手架作业非法分包给周彦栋,
312,无脚手架和模板作业劳务分包资质,
313,将混凝土作业非法分包给薛西来,
314,无混凝土作业分包资质,
315,在明知演播厅舞台模板系统支撑系统存在安全隐患,
316,不具备安全作业条件和未确认安全的情况下,
317,盲从张专元安排人员冒险进行混凝土浇筑作业,
318,周彦栋非法承包和违规违章指挥作业,
319,在无脚手架和模板作业劳务分包资质,
320,不具备安全生产条件的情况下,
321,非法承包了实验中学项目脚手架施工,
322,在无演播厅舞台模板系统支撑系统专项方案的情况下,
323,违规违章组织人员进行满堂支撑架搭设,
324,并安排无建筑施工资质的张广先代表其具体指挥现场作业,
325,在明知演播厅舞台模板系统支撑系统存在安全隐患,
326,不具备安全作业条件和未整改到位,
327,确认安全的情况下,
328,盲从张专元和史发生安排交付使用,
329,薛西来非法承包和指挥人员冒险作业,
330,无混凝土作业分包资质,
331,不具备安全生产条件的情况下非法承包了实验中学项目混凝土作业施工,
332,在明知演播厅舞台模板系统支撑系统存在安全隐患,
333,不具备安全作业条件和未确认安全的情况下,
334,盲从张专元和史发生安排指挥人员冒险进行混凝土浇筑作业,
335,监理单位安全生产主体责任不落实,
336,未认真执行有关监理标准和程序,
337,天元公司未严格按照建设工程监理规范和关于落实建设工程安全生产监理责任的若干意见的规定和工程建设强制标准、监理委托合同实施监理,
338,总监理工程师王宗群、监理员魏军明对实验中学工程项目存在借用资质,
339,层层非法转包分包及施工人员无建筑施工资格等问题监理不到位,
340,对施工单位未编制演播厅舞台模板系统支撑系统专项方案问题未按建市[2006]248号要求向主管部门报告,
341,对满堂支撑架搭设不规范问题和施工单位冒险进行混凝土浇筑作业行为监理不到位,
342,建设单位安全生产主体责任不落实,
343,益园公司对现场施工过程的安全隐患监督不够,
344,对监理人员报告的模板满堂支撑架隐患重视程度不够,
345,监督整改不力,
346,主管部门监管责任不落实,
347,审批把关不严,
348,事故隐患排查和整改不到位,
349,培训教育不到位,
350,峡山区住建局对建筑施工安全监管不到位,
351,明知实验中学项目未取得建筑工程施工许可证,
352,默许其非法开工建设,
353,对实验中学项目招标投标活动审查把关不严,
354,开展建筑施工领域打非治违整治措施不力,
355,没有发现施工方、监理方的一系列违法行为,
356,对建筑行业开展安全隐患排查和安全教育培训监督不力,
357,监督建筑施工安全管理工作不到位,
358,峡山区质监站建筑施工安全监管职责不落实,
359,隐患排查治理不彻底,
360,明知实验中学项目未取得建筑工程施工许可证,
361,默许其非法开工建设,
362,2015年3月19日安全检查中发现演艺中心西侧演播厅舞台高大模板没有专项施工方案这一安全隐患,
363,虽然对其采取停工处理,
364,但是在隐患未能排除的情况下仍然为施工单位拆除封条允许其复工,
365,复工后也未对项目采取有效监管措施,
366,日常检查抽查中,
367,先后下达9次隐患整改通知书,
368,但对发现的问题隐患整改情况未进行有效的监督检查,
369,致使问题整改流于形式,
370,市住建局作为全市建设行政主管部门,
371,对建设、施工、监理等单位的建筑活动监管不力,
372,开展建筑施工领域非法发包、挂靠等行为打非治违力度不够,
373,对建筑业从业人员的安全教育培训和职业技能培训监督不力,
374,督促和指导峡山区住建部门和市建设工程质量安全监督站落实建筑施工安全管理工作不到位,
375,下称市质监站,
376,市质监站负责指导全市建筑施工安全工作,
377,对峡山区住建部门安全管理业务指导不够,
378,开展安全教育培训、隐患排查治理、监理资质核查等工作不深入、不彻底,
379,督促和指导峡山区住建部门查处借用资质承揽工程,
380,未批先建,
381,非法转包分包,
382,危险性较大工程无安全专项方案,
383,施工人员无证上岗等力度不够,
384,属地管理责任不落实,
385,峡山区教育管理中心是学校的主管部门,
386,包靠实验中学项目,
387,没有认真履行安全生产一岗双责职责,
388,督促各施工单位开展安全隐患排查力度不够,
389,峡山区管委会落实安全生产一岗双责职责不到位,
390,组织开展建筑施工领域打非治违整治措施不力,
391,监督各建设、施工、监理单位落实安全生产主体责任不到位,
392,督促职能部门履行安全生产监管职责不到位,
393,全顺公司作为工程施工方,
394,对施工现场疏于管理,
395,未对施工人员实施安全培训教育,
396,在施工人员从事危险作业时未指派安全员在现场实施监督,
397,是造成此次事故发生的间接原因,
398,江苏森凯防腐科技有限公司将厂房粉刷涂饰工程发包给不具备施工资质的个人,
399,洪源不具备安全生产条件,
400,非法承揽粉刷涂饰工程,
401,杨金龙无劳务分包资质非法承包劳务作业,
402,山东三箭劳务管理有限公司,
403,作为工程具体施工方,
404,安全生产意识薄弱,
405,安全管理混乱,
406,随意雇佣未经培训考核合格的特种作业人员进行塔吊、起重司索信号指挥作业,
407,违规作业违章指挥违反劳动纪律现象频频出现,
408,公司制订的安全隐患排查制度、安全教育培训制度和特种作业人员持证上岗制度形同虚设,
409,安全生产责任制一再落空,
410,工地现场安全管理无人问津,
411,致使施工人员安全生产观念模糊,
412,随意施工擅自作业,
413,山东三箭建设工程股份有限公司,
414,作为工程承包方,
415,对承包的工程一包了之,
416,仅限于制作安全生产管理制度、安全教育培训计划和施工现场检查方案,
417,不抓施工现场的安全生产措施落实,
418,不督导分包方山东三箭劳务管理有限公司严格落实安全生产责任,
419,致使企业安全生产主体责任流于形式,
420,山东建院工程监理咨询有限责任公司,
421,作为工程安全质量监理方,
422,疏于对安全生产监理,
423,有隐患不查有违章不纠,
424,甚至有无证作业人员擅自操作塔吊作业也不管不问,
425,不及时制止,
426,只是形式上检查、巡查施工现场,
427,对施工现场存在的安全隐患放任自流,
428,安全监理不到位,
429,德州天元集团有限责任公司,
430,作为相邻交叉作业施工单位,
431,未制定交叉作业安全管理制度和有效地安全防护措施,
432,山东省德州监狱,
433,作为发包方,
434,只是与承包方签订安全生产管理协议,
435,没有起到对承包单位的安全生产工作统一协调、管理,
436,天源热电未落实安全管理主体责任,
437,对外来施工队伍及拆除工程疏于管理,
438,未履行工程管理责任,
439,未审查招标单位资质原件,
440,未将安全施工措施向主管部门备案,
441,未办理工程施工许可,
442,未发现层层分包的违法行为,
443,未落实安全管理责任,
444,未审查外来施工人员资格证书,
445,未与外来施工队伍签订安全协议,
446,未将分包单位纳入本单位安全管理,
447,施工方非法发包工程,
448,违法组织施工,
449,安全管理混乱,
450,严重违法违规,
451,非法发包、承包工程,
452,拆除工程层层分包,
453,发包给无资质的自然人,
454,施工方无资质承揽工程,
455,违法组织施工,
456,拆除工程项目部无组织机构,
457,无安全管理制度,
458,从业人员无资格证书,
459,未制定烟囱拆除施工方案,
460,未落实安全培训教育和安全技术交底,
461,监管部门对电力拆除工程疏于管理,
462,未履行监管责任,
463,桓台县经信局对电力拆除工程疏于管理,
464,管行业必须管安全意识不强,
465,履行行业监管责任不力,
466,未建立健全电力建设工程安全监管机制,
467,未开展电力建设工程安全监督检查,
468,未发现拆除工程各类隐患并采取管理措施,
469,桓台县建筑管理局未按要求履行电力拆除工程备案核准职责,
470,对未落实备案制度的拆除工程未采取管理措施,
471,属地管理责任落实不到位,
472,督促指导安全生产工作不力,
473,马桥镇党委、政府未落实属地管理责任,
474,组织安全生产大检查不彻底,
475,未督促天源热电依法办理相关拆除手续、落实安全生产措施,
476,桓台县委、县政府属地管理责任落实不到位,
477,对电力工程负有安全管理的部门职能界定不清,
478,督促指导安全生产工作不力,
479,未督促监管部门落实安全监管责任,
480,兴安贸易未能认真审核彩钢活动板房订货安装合同的真实性,
481,将彩钢活动板房安装工程发包给无相应安装资质的个人,
482,李秋来作为此次彩钢活动板房项目的实际承包人,
483,对施工现场疏于管理,
484,未及时制止安装工在雨后潮湿的环境下带电施工,
485,未对施工用工器具是否符合安全条件进行检查,
486,间接原因,
487,作业人员登高作业未系安全绳,
488,在取下钢丝绳的时候,
489,没有及时通知在木模内作业的人员离开危险场所,
490,其他有关直接原因和间接原因的分析,
491,因为事故未及时上报,
492,时间太长,
493,现场破坏,
494,已经无从查证,
495,事故调查组一致认定,
496,这是一起瞒报的生产安全责任事故,
497,安全培训教育不到位,
498,周湘林是今年5月到西山汇景项目部的,
499,四海公司没有按照有关规定对其进行三级培训教育,
500,只是由泥工班班长简单交待了一些注意事项后并直接安排其上岗作业,
501,该员工缺乏应有的安全知识和安全防范意识,
502,安全隐患排查整改不力,
503,西山汇景项目部、建发集团长沙公司和天鉴公司西山汇景项目监理部均未能严格履行好安全生产管理职责,
504,隐患排查整改不力,
505,特别是对密目式安全立网达不到规定强度的问题没有引起重视,
506,没有及时予以更换,
507,祥和公司,
508,系东湖景园C区施工总承包单位,
509,该公司管理混乱,
510,将施工总承包一级资质出借给其他单位和个人承接工程,
511,祥和公司使用非公司人员吴秋炎的资格证书,
512,在投标时将吴秋炎作为东湖景园项目经理,
513,但未安排吴秋炎实际参与项目投标和施工管理活动,
514,未落实企业安全生产主体责任,
515,安全生产责任制不落实,
516,未与项目部签订安全生产责任书,
517,安全生产管理制度不健全、不落实,
518,培训教育制度不落实,
519,未建立安全隐患排查整治制度,
520,未认真贯彻落实武汉市城乡建设委员会关于印发&lt,
521,市城建委认真做好近期全市建设工程安全隐患大排查工作的实施方案&gt,
522,的通知武城建〔2012〕233号、关于立即组织开展全市建设工程安全生产大检查的紧急通知武城建〔2012〕244号、武汉市城建安全生产管理站关于组织开展建筑起重机械安全专项大检查的紧急通知武城安字〔2012〕23号等文件精神,
523,对东湖景园施工和施工升降机安装使用的安全生产检查和隐患排查流于形式,
524,未能及时发现和整改事故施工升降机存在的重大安全隐患,
525,上述问题是导致事故发生的主要原因,
526,东湖景园C区施工项目部,
527,系祥和公司股东、党委书记易少啟以祥和公司名义组织成立,
528,该项目部现场负责人和主要管理人员均非祥和公司人员,
529,现场负责人易少锋及大部分安全员不具备岗位执业资格,
530,安全生产管理制度不健全、不落实,
531,在东湖景园无建设工程规划许可证、建筑工程施工许可证、中标通知书和开工通知书的情况下,
532,违规进场施工,
533,且施工过程中忽视安全管理,
534,现场管理混乱,
535,并存在非法转包,
536,未依照武汉市建筑起重机械备案登记与监督管理实施办法,
537,对施工升降机加节进行申报和验收,
538,并擅自使用,
539,联系购买并使用伪造的施工升降机建筑施工特种作业操作资格证,
540,对施工人员私自操作施工升降机的行为,
541,批评教育不够,
542,制止管控不力,
543,未认真贯彻落实武汉市城乡建设委员会关于印发&lt,
544,市城建委认真做好近期全市建设工程安全隐患大排查工作的实施方案&gt,
545,的通知武城建〔2012〕233号、关于立即组织开展全市建设工程安全生产大检查的紧急通知武城建〔2012〕244号、武汉市城建安全生产管理站关于组织开展建筑起重机械安全专项大检查的紧急通知武城安字〔2012〕23号等文件精神,
546,对东湖景园施工和施工升降机安装使用的安全生产检查和隐患排查流于形式,
547,未能及时发现和整改事故施工升降机存在的重大安全隐患,
548,上述问题是导致事故发生的主要原因,
549,中汇公司,
550,系东湖景园C区C7-1楼施工升降机的设备产权及安装、维护单位,
551,安全生产主体责任不落实,
552,安全生产管理制度不健全、不落实,
553,安全培训教育不到位,
554,企业主要负责人、项目主要负责人、专职安全生产管理人员和特种作业人员等安全意识薄弱,
555,公司内部管理混乱,
556,起重机械安装、维护制度不健全、不落实,
557,施工升降机加节和附着安装不规范,
558,安装、维护记录不全不实,
559,安排不具备岗位执业资格的员工杜三武负责施工升降机维修保养,
560,未依照武汉市建筑起重机械备案登记与监督管理实施办法,
561,对施工升降机加节进行验收和使用管理,
562,未认真贯彻落实武汉市城乡建设委员会关于印发&lt,
563,市城建委认真做好近期全市建设工程安全隐患大排查工作的实施方案&gt,
564,的通知武城建〔2012〕233号、关于立即组织开展全市建设工程安全生产大检查的紧急通知武城建〔2012〕244号、武汉市城建安全生产管理站关于组织开展建筑起重机械安全专项大检查的紧急通知武城安字〔2012〕23号等文件精神,
565,对施工升降机使用安全生产检查和维护流于形式,
566,未能及时发现和整改事故施工升降机存在的重大安全隐患,
567,上述问题是导致事故发生的主要原因,
568,万嘉公司,
569,系东湖景园建设管理单位,
570,该公司不具备工程建设管理资质,
571,在东湖景园无建设工程规划许可证、建筑工程施工许可证和未履行相关招投标程序的情况下,
572,违规组织施工、监理单位进场开工,
573,未经规划部门许可和放、验红线,
574,擅自要求施工方以前期勘测的三个测量控制点作为依据,
575,进行放线施工,
576,在建筑规划方案之外违规多建一栋两单元住宅用房,
577,在施工过程中违规组织虚假招投标活动,
578,未落实企业安全生产主体责任,
579,安全生产责任制不落实,
580,未与项目管理部签订安全生产责任书,
581,安全生产管理制度不健全、不落实,
582,未建立安全隐患排查整治制度,
583,万嘉公司东湖景园项目管理部只注重工程进度,
584,忽视安全管理,
585,未依照武汉市建筑起重机械备案登记与监督管理实施办法,
586,督促相关单位对施工升降机进行加节验收和使用管理,
587,未认真贯彻落实武汉市城乡建设委员会关于印发&lt,
588,市城建委认真做好近期全市建设工程安全隐患大排查工作的实施方案&gt,
589,的通知武城建〔2012〕233号、关于立即组织开展全市建设工程安全生产大检查的紧急通知武城建〔2012〕244号、武汉市城建安全生产管理站关于组织开展建筑起重机械安全专项大检查的紧急通知武城安字〔2012〕23号等文件精神,
590,对项目施工和施工升降机安装使用安全生产检查和隐患排查流于形式,
591,未能及时发现和督促整改事故施工升降机存在的重大安全隐患,
592,上述问题是导致事故发生的主要原因,
593,博特公司,
594,系东湖景园C区监理单位,
595,该公司安全生产主体责任不落实,
596,未与分公司、监理部签订安全生产责任书,
597,安全生产管理制度不健全,
598,落实不到位,
599,公司内部管理混乱,
600,对分公司管理、指导不到位,
601,未督促分公司建立健全安全生产管理制度,
602,对东湖景园监理规划和监理细则审查不到位,
603,博特公司使用非公司人员曾雯的资格证书,
604,在投标时将曾雯作为东湖景园项目总监,
605,但未安排曾雯实际参与项目投标和监理活动,
606,东湖景园项目监理部负责人丁炎明和部分监理人员不具备岗位执业资格,
607,安全管理制度不健全、不落实,
608,在项目无建设工程规划许可证、建筑工程施工许可证和未取得中标通知书的情况下,
609,违规进场监理,
610,未依照武汉市建筑起重机械备案登记与监督管理实施办法,
611,督促相关单位对施工升降机进行加节验收和使用管理,
612,自己也未参加验收,
613,未认真贯彻落实武汉市城乡建设委员会关于印发&lt,
614,市城建委认真做好近期全市建设工程安全隐患大排查工作的实施方案&gt,
615,的通知武城建〔2012〕233号、关于立即组织开展全市建设工程安全生产大检查的紧急通知武城建〔2012〕244号、武汉市城建安全生产管理站关于组织开展建筑起重机械安全专项大检查的紧急通知武城安字〔2012〕23号等文件精神,
616,对项目施工和施工升降机安装使用安全生产检查和隐患排查流于形式,
617,未能及时发现和督促整改事故施工升降机存在的重大安全隐患,
618,上述问题是导致事故发生的主要原因,
619,东湖村委会,
620,系东湖景园建设单位,
621,违反有关规定选择无资质的项目建设管理单位,
622,对项目建设管理单位、施工单位、监理单位落实安全生产工作监督不到位,
623,未认真贯彻落实武汉市城乡建设委员会关于印发&lt,
624,市城建委认真做好近期全市建设工程安全隐患大排查工作的实施方案&gt,
625,的通知武城建〔2012〕233号、关于立即组织开展全市建设工程安全生产大检查的紧急通知武城建〔2012〕244号、武汉市城建安全生产管理站关于组织开展建筑起重机械安全专项大检查的紧急通知武城安字〔2012〕23号等文件精神,
626,对施工现场存在的安全生产问题督促整改不力,
627,上述问题是导致事故发生的重要原因,
628,武汉市建设主管部门,
629,武汉市城乡建设委员会作为全市建设行业主管部门,
630,虽然对全市建设工程安全隐患排查、安全生产检查工作进行了部署,
631,但组织领导不力,
632,监督检查不到位,
633,对武汉市城建安全生产管理站领导、指导和监督不力,
634,该委员会建筑业管理办公室指定洪山区建筑管理站为东湖景园建设安全监管单位,
635,后续监督检查工作不到位,
636,未能及时发现并制止东湖景园违法施工行为,
637,武汉市城建安全生产管理站作为全市建设安全监管主管机构,
638,对洪山区建筑管理站业务指导不力,
639,监督检查不到位,
640,未能制止东湖景园违法施工行为,
641,安全生产工作落实不力,
642,武汉市洪山区建筑管理站及下属和平分站作为东湖景园建设安全监管单位,
643,在该项目无建设工程规划许可证、建筑工程施工许可证的情况下,
644,未能有效制止违法施工,
645,对参建各方安全监管不到位,
646,对工程安全隐患排查、起重机械安全专项大检查的工作贯彻执行不力,
647,未能及时有效督促参建各方认真开展自查自纠和整改,
648,致使事故施工升降机存在的重大安全隐患未及时得到排查整改,
649,上述问题是导致事故发生的重要原因,
650,武汉市城管执法部门,
651,武汉市城市管理局作为全市违法建设行为监督执法部门,
652,在接到东湖景园违法施工举报后,
653,没有严格执法,
654,该局查违处处长林良根到现场进行调查和了解后,
655,于2011年11月25日主持召开市查违办月度绩效考核例会,
656,将非市重点工程的东湖景园当作市重点工程,
657,同意了东湖生态旅游风景区查违办提供的会议纪要对该项目作出,
658,暂缓拆除并督促其补办、完善相关手续的意见,
659,之后没有进一步检查督办是否停工补办相关手续,
660,使得该项目得以继续违法施工,
661,东湖生态旅游风景区城管执法局作为该风景区违法建设行为监督执法部门,
662,在接到东湖景园违法施工举报后,
663,虽然对该项目下达了违法通知书、违法建设停工通知书、违法建设拆除通知书、强制拆除决定书,
664,但没有严格执行,
665,在按照该风景区管委会有关领导争取变通解决办法的要求,
666,争取到武汉市城市管理局对该项目同意暂缓拆除后,
667,没有督促有关单位停工补办相关手续,
668,使得该项目得以继续违法施工,
669,上述问题是导致事故发生的重要原因,
670,东湖生态旅游风景区管委会城乡工作办事处,
671,东湖生态旅游风景区管委会城乡工作办事处作为该风景区管委会派出的,
672,负责东湖村在内有关区域行政管理工作的机构,
673,未认真贯彻落实安全生产责任制,
674,未正确领导东湖景园参建各方严格执行国家、省、市有关安全生产法律法规和文件精神,
675,是导致事故发生的重要原因,
676,东湖生态旅游风景区管委会,
677,东湖生态旅游风景区管委会作为武汉市政府派出的,
678,负责该区域行政管理工作的机构,
679,未认真贯彻落实安全生产责任制,
680,未有效领导东湖景园参建各方和监管部门严格执行国家、省、市有关安全生产法律法规和文件精神,
681,是导致事故发生的重要原因,
682,企业法制观念不强、安全意识淡薄,
683,国家对爆炸物品的领用、出库、使用、退库、销毁均有相关的法规条例和规范标准,
684,但施工单位在进行剩余爆炸物品处理时,
685,违法私自销毁,
686,爆炸物品管理混乱,
687,企业在对爆炸物品的管理中,
688,没有严格执行民用爆炸物品管理条例和铁路施工单位爆炸物品安全管理办法的有关规定,
689,爆炸物品管理混乱,
690,不认真履行审批和签字手续,
691,违规领取爆炸物品现象屡有发生,
692,相关监管部门不认真履行职责,
693,监管不到位,
694,监理单位北京铁城建设监理有限责任公司违反铁路工程建设监理规范,
695,对施工单位安全生产工作监理不到位,
696,监理人员擅自离岗,
697,现场监理形同虚设,
698,建设单位晋豫鲁铁路通道股份有限公司吕梁指挥部对施工企业的安全生产监督管理不到位,
699,协助管理施工安全工作中监督检查不认真,
700,管理不严格,
701,工作中存在薄弱环节,
702,监督单位铁道部工程质量安全监督总站太原监督站未严格执行铁路建设工程质量安全监督管理办法的有关规定,
703,虽对六分部的工程实体质量和现场施工安全进行每月不少于一次的抽查,
704,但抽查侧重于工程实体方面,
705,对施工方案中关于施工安全的内容审查把关不严格,
706,对施工现场的监督检查不认真、不彻底,
