ID,Vec
72,"['非', '情况下', '驾驶', '公车']"
73,"['缺乏', '知识']"
74,"['工作', '不到位']"
75,"['未按规定', '配备', '抢救', '器材']"
76,"['安全教育', '不够']"
77,"['卸酸工', '未按规定', '防护', '面罩']"
78,"['管理工作', '存在', '差距']"
79,"['安全教育', '有待', '加强']"
80,"['素质', '差']"
81,"['未', '经过', '岗前培训']"
82,"['缺乏', '安全意识']"
83,"['后', '采用', '措施', '不当']"
84,"['在', '回收', '溢油', '器具']"
85,"['严重', '违反', '加油站', '管理制度']"
86,"['车辆', '不符合', '和', '标准']"
87,"['从事', '部门', '检测']"
88,"['无', '运输', '证']"
89,"['未按', '要求', '悬挂', '运输', '标志']"
90,"['着', '有章不循']"
91,['违章蛮干']
92,"['人员', '置若罔闻']"
93,['有章不循']
94,"['随意', '操作']"
95,"['后', '未将', '罐盖', '盖']"
96,"['拧紧', '未使用', '专用工具']"
97,"['专用线', '交接', '环境', '存在', '漏洞']"
98,"['未发现', '存在', '隐患']"
99,"['厂', '返回', '钢瓶']"
100,"['用户', '单位']"
101,"['对', '运输', '液氯', '钢瓶']"
102,"['电器厂', '运送', '雷管', '车', '司机', '无', '道路', '货物运输', '操作证']"
103,"['箱子', '装载', '高度', '违反', '运输', '规定']"
104,"['违章', '搭乘', '无关', '人员']"
105,"['违反', '人烟稠密']"
106,"['应', '事先', '通知', '规章', '行为']"
107,"['双方', '违反', '器材', '管理条例']"
108,"['私订', '供需', '合同']"
109,"['公安部门', '审批', '运输', '要求']"
110,"['更改', '运送', '数量']"
111,"['管理工作', '薄弱']"
112,"['驾驶人员', '无', '运输', '操作证']"
113,"['装运', '违反', '国家', '规定']"
114,"['一系列', '疏于', '管理', '规章', '行为']"
115,"['导致', '事故', '发生']"
116,"['公安部门', '在', '批准']"
117,['未能']
118,"['使', '非法']"
119,['证上']
120,"['机关', '同意']"
121,"['延长', '证', '有效期']"
122,"['都', '不符合规定']"
123,"['有毒', '警示标志']"
124,"['司机', '无', '化学品', '资质']"
125,"['搬运工', '缺乏', '安全', '知识']"
126,"['施救', '均', '漠视']"
127,"['不仅', '缺乏', '安全管理', '知识']"
128,"['更置', '不顾']"
129,"['进行', '分装']"
130,"['务工人员', '进行', '防护', '知识', '培训', '不够']"
131,"['意识', '有待', '加强']"
132,"['罐车', '未按照', '有关', '规定', '进行', '定期检验']"
133,"['接地线', '不符合', '防静电', '标准']"
134,"['警惕性', '不够']"
135,"['未', '掌握', '应急', '措施']"
136,"['责任心', '不够']"
137,"['员袁某', '违反', '有关', '规定']"
138,"['车速', '过快']"
139,"['遇', '有', '情况', '处理不当']"
140,"['教育', '不到位']"
141,"['监管', '不到位']"
142,"['及时', '制止', '不安全', '行为']"
143,"['陈某', '违反', '管理条例', '有关', '规定']"
144,"['没有', '保持', '安全', '距离']"
145,"['注意力', '不够', '集中']"
146,"['超载', '运输']"
147,"['未能', '采取有效', '防治', '措施']"
148,"['工作', '落实', '不到位']"
149,"['未严格', '落实', '相关', '要求']"
150,"['驾驶人员', '安全意识淡薄', '问题']"
151,"['存在', '和', '漏洞']"
152,"['联动机制', '不完善']"
153,"['主体责任', '不落实', '管控', '不严格']"
154,"['企业', '未对', '从业人员', '进行', '进行', '进行', '和', '未按规定']"
155,"['没有', '获得', '运输', '资格', '车辆']"
156,"['办理', '准运证']"
157,"['包装', '不合规定']"
158,"['没有', '及时', '了解', '、', '身体状况']"
159,"['安全教育', '不到位']"
160,"['安全意识', '不到位']"
161,"['危险物品', '委托', '不具备', '危险物品']"
162,"['危险物品', '资质']"
163,"['没有', '危险物品', '警示标志']"
164,"['从事', '运输']"
165,"['公司', '作为', '组建', '单位']"
166,"['上', '建立健全', '安全管理制度']"
167,"['事实上', '照搬', '照抄', '比较', '多']"
168,"['真正', '落实', '到位', '不够']"
169,"['驾驶员', '驾车', '问题', '普遍存在']"
170,"['没有', '认识', '其', '危害性']"
171,"['工作', '存在', '薄弱环节']"
172,['情况下']
173,"['忽视', '安全管理', '教育']"
174,"['使', '没有']"
175,"['大队', '没有', '要求']"
176,"['定期', '进行', '分析']"
177,"['有', '制订', '监控', '措施']"
178,"['形式', '单一']"
179,"['早晨', '出车', '活动', '流于形式']"
180,"['违章行为', '不严', '不细']"
181,"['不够', '全面']"
182,"['注意力', '往往', '集中']"
183,"['忽略', '纠正', '安全教育']"
184,"['有限公司', '存在', '严重', '违法违规行为']"
185,"['经营', '只', '挂靠', '不管理']"
186,"['范围', '不清']"
187,"['在', '获得', '技术', '说明书']"
188,"['未', '了解', '安全', '信息']"
189,"['未', '核实', '车辆', '不具备']"
190,"['超', '违规', '装载']"
191,"['安全管理', '缺失']"
192,"['安全教育培训', '流于形式']"
193,"['未对', '针对性', '安全教育培训']"
194,"['说明书', '中用', '聚乙烯', '桶']"
195,"['过氧化', '二叔', '运输', '条件', '要求']"
196,"['对', '进入']"
197,"['车辆', '运输', '审核', '程序', '要求']"
198,"['未检查', '蒸罐', '清洗']"
199,"['罐车', '充装', '过氧化', '二叔', '丁基']"
200,"['违规', '托运']"
201,"['均', '无', '经营', '资质']"
202,"['多次', '违规将', '该', '产品', '购买']"
203,"['多次', '委托', '不具备']"
204,"['未签订', '承运', '合同']"
205,"['说明书', '要求', '采用', '桶', '包装']"
206,"['未将', '二叔', '处置', '措施']"
207,"['委托', '未认真', '审核', '运输', '条件']"
208,"['原料', '购进']"
209,"['未按照', '危险', '化学品']"
210,"['进行', '预审']"
211,"['从', '没有', '购买', '该', '产品']"
212,"['未签订', '采购', '合同']"
213,"['以', '购买', '改进', '剂', '为']"
214,"['技术', '说明书']"
215,"['管理', '失控']"
216,"['承包商', '管理混乱']"
217,"['丁基', '给', '利华益', '公司']"
218,"['人员', '未对', '该', '违规行为', '进行', '提醒']"
219,"['履行', '安全监管职责', '不力']"
220,"['组织', '开展', '工作', '不力']"
221,"['检查', '不到位']"
222,"['生产', '安全监管', '不到位']"
223,"['查验', '检查', '不力']"
224,"['安全监管责任', '落实', '不到位']"
225,"['开展', '督促', '指导', '不力']"
226,"['责任', '落实', '不到位']"
227,"['配备', '不力']"
228,"['不能', '满足', '管理', '要求']"
229,"['组织', '开展', '大快', '严', '工作', '不力']"
230,"['督促', '开展', '交通运输', '安全管理']"
231,"['督促', '危化品', '生产', '企业', '资质审查']"
232,['安全监管不力']
233,"['未认真履行', '企业', '安全监管职责']"
234,"['督促', '落实', '安全生产', '主体责任']"
235,"['政府', '贯彻落实', '安排']"
236,"['组织', '开展', '工作', '不认真']"
237,"['督促', '落实', '部门', '落实', '监管', '责任']"
238,"['主体责任', '落实', '不到位']"
239,"['对', '安全教育', '不力']"
240,"['未严格', '落实', '于次', '规定']"
241,"['危险', '货物', '、', '押运员', '进行', '和', '培训']"
242,"['危险', '货物', '人', '不具备', '应急', '知识']"
243,"['致使', '危险', '货物']"
244,"['强行', '打开', '罐体', '顶部', '紧急', '泄放']"
245,"['危险', '货物', '安全管理', '不到位']"
246,"['未及时发现', '并', '治理']"
247,"['应急预案', '演练']"
248,"['事故', '前']"
249,"['月', '进行', '应急预案', '演练']"
250,['蒙']
251,"['未采取有效', '应急', '措施']"
252,"['从业人员', '不具备', '处置', '能力']"
253,"['事发', '驾驶', '人于', '油气', '喷出']"
254,"['外部', '存在', '情况下']"
255,"['启动', '导致', '火灾']"
256,"['未完全', '履行', '安全生产', '主体责任']"
257,"['一是', '落实', '隐患排查治理', '制度']"
258,"['运输车', '在', '达不到', '安全', '条件', '区域']"
259,"['擅自', '打开', '隐患', '未及时发现']"
260,"['单位', '存在', '风险', '制定', '处置', '方案']"
261,"['并', '落实', '培训', '制度']"
262,"['如实', '记录', '考核', '结果']"
263,"['员工', '进行', '和', '培训']"
264,"['单位', '履行', '监管', '职责', '不到位']"
265,"['措施', '落实', '不到位']"
266,"['办公室', '落实', '部署', '不力']"
267,"['未采取有效措施', '督促', '停车场', '完善', '相关', '规章制度']"
268,"['事故', '发生', '时']"
269,"['安全生产', '制度']"
270,"['未', '有效履行职责']"
271,"['未', '监督', '指导', '及其', '坤德停车场']"
272,['在']
273,"['未发现', '存在']"
274,"['中', '发现', '未有效', '协调', '部门', '单位']"
275,"['东营港经济开发区管委会', '履行', '责任', '不力']"
276,"['进行', '日常', '监管']"
277,"['缺少', '有', '管控', '措施']"
278,"['检查', '不力']"
279,"['主体责任', '不落实']"
280,"['商丘市金源物流有限公司', '对豫', '管理', '不到位']"
281,"['未及时', '排查', '消除', '安全隐患']"
282,"['管理', '责任']"
283,['阜南县春蕾物流运输有限公司']
284,"['驾驶', '极其', '薄弱']"
285,"['未', '入户', '道路', '运输']"
286,"['商丘市', '负有', '监管', '职责', '部门', '对豫', '监管', '不到位']"
287,['阜南县运管所']
288,"['牵引车', '无', '号牌', '拼装', '监管', '不到位']"
289,['颍上县交通管理大队']
290,['安排']
291,"['违法违规行为', '管控不力']"
292,"['臵', '不力']"
293,"['发生', '管理', '责任']"
294,['颍上县公安局']
295,"['履行', '职责', '不到位', '问题', '失察']"
296,"['事故', '发生', '负有', '领导责任']"
297,['颍上县住房和城乡建设局']
298,"['穿越', '缺乏', '科学', '研判']"
299,"['设', '臵', '建设', '公路交通', '信号灯']"
300,"['信号灯', '存在', '臵', '不力']"
301,['颍上县人民政府']
302,"['未认真', '督促', '指导', '和', '单位']"
303,"['认真', '履行', '一期', '变更', '初步设计', '职责']"
304,"['组织', '开展', '用地', '征', '拆', '工作']"
305,['阜阳市公路管理局颍上公路分局']
306,"['配合', '政府', '完成', '建设', '用地', '工作']"
307,"['征', '拆', '用地', '不到位', '问题']"
308,"['未能', '协调', '消除', '房等', '建筑物']"
309,['阜阳市公路管理局']
310,"['积极', '配合', '落实', '要求']"
311,"['完成', '用地', '征', '拆']"
312,"['致使', '完成']"
313,"['建筑物', '长期存在']"
314,['阜阳市交通运输局']
315,"['第二次', '推进', '会']"
316,"['督促', '工程建设', '工作']"
317,"['未能', '指导']"
318,"['督促', '变更', '初步设计']"
319,"['配合', '落实', '要求']"
320,"['完成', '用地', '征']"
321,"['协议', '约定']"
322,"['认真', '履行', '管理工作', '职责']"
323,"['致使', '项目', '完成']"
324,['阜阳市人民政府']
325,"['存在', '问题', '失察']"
326,"['落实', '不力']"
327,"['呼运集团有限责任公司', '未严格执行', '休息', '制度']"
328,"['未认真', '督促', '事故', '大客车', '停车', '休息']"
329,"['开展', '工作', '不到位']"
330,"['驾驶', '驾驶', '问题', '失察']"
331,"['河南省焦作市孟州市汽车运输有限责任公司', '危险', '主体责任', '落实', '不到位']"
332,"['安全管理制度', '不健全']"
333,"['措施', '不落实']"
334,"['未', '纠正', '人', '没有', '内部', '备案', '问题']"
335,"['未认真', '开展', '监控', '工作']"
336,"['配备', '超量', '装载', '危险', '货物', '问题', '失察']"
337,"['落实', '监控', '工作', '督促检查', '不到位']"
338,"['组织', '开展', '工作', '不到位']"
339,"['管理局', '履行', '监管', '职责', '督促检查', '不到位']"
340,"['危险', '货物', '监管', '责任', '落实']"
341,"['未认真', '督促', '孟州市汽车运输有限责任公司', '整改', '问题']"
342,"['管理局', '指导', '管理', '部门', '开展', '管理工作', '不力']"
343,"['孟州市汽车运输有限责任公司', '存在', '不到位']"
344,"['交通运输局', '履行', '监管', '职责', '督促检查', '不到位']"
345,"['出口', '加速', '通行', '秩序', '疏导']"
346,"['违法', '越过', '导流', '区', '缺乏', '管控', '措施']"
347,"['内蒙古自治区呼和浩特市公安交通警察支队', '开展', '工作', '存在', '薄弱环节']"
348,['不到位']
349,"['河南省焦作市孟州市公安交通警察大队', '开展', '驾驶', '人', '排查']"
350,"['孟州市汽车运输有限责任公司', '危险', '货物运输', '不到位']"
351,"['亿嘉汽运有限公司', '作为', '运输', '企业']"
352,"['不作', '了解']"
353,"['已', '发现', '未及时', '采取措施']"
354,"['管理', '不到位']"
355,"['同时', '未对', '公司员工', '进行', '安全教育培训']"
356,"['导致', '员工', '安全意识淡薄']"
357,"['可能', '认识']"
358,"['晨鸣纸业有限责任公司', '作为', '发包', '单位']"
359,"['亿嘉汽运有限公司', '签订', '管理', '协议']"
360,"['缺乏', '现场监督管理']"
361,"['未设置', '安全警示标识']"
362,"['违章作业', '及时发现', '有效', '制止']"
363,"['没有', '情况下']"
364,"['违法', '经营', '二硫化碳']"
365,"['购买', '运输罐', '车']"
366,"['运输', '二硫化碳']"
367,"['生产', '点']"
368,"['提供', '产品', '二硫化碳']"
369,"['违法', '核发', '工商', '营业执照']"
370,"['违法', '经营', '提供', '条件']"
371,"['违法', '经营', '行为', '失察']"
372,"['停薪留职', '放松', '管理']"
373,"['违法', '经营', '二硫化碳', '未引起', '重视']"
374,"['未加以', '制止']"
375,"['挂靠', '货物运输', '罐车', '只', '收取', '不进行', '安全管理']"
376,['放任自流']
377,"['安全意识', '不强']"
378,"['监管', '缺位']"
379,['失察']
380,"['重', '生产']"
381,"['轻', '安全']"
382,"['责任制', '落实', '不到位']"
383,"['对', '职工', '教育', '不力']"
384,['不严格']
385,"['工作人员', '安全意识淡薄']"
386,"['对', '存在', '认识']"
387,['违规作业']
388,['重视']
389,"['责任制', '督促', '落实', '不力']"
390,"['安全监督管理', '督促', '不到位']"
391,"['值班员', '在']"
392,"['违反', '管理', '规定']"
393,"['在', '减', '牵引', '重量']"
394,"['再次', '违反', '该', '规定']"
395,"['列检员', '违反', '规定']"
396,"['就', '发出', '试风', '完毕', '信号']"
397,"['没有', '进行', '第次', '试风']"
398,"['失去', '发现']"
399,"['司机', '违反', '铁道部', '规定']"
400,"['没有', '进行', '简略', '试验']"
401,"['失去', '最后', '发现']"
402,"['司机', '违反', '货物', '列车', '站', '停车']"
403,"['必须', '是']"
404,['发车']
405,"['司机', '鸣示', '缓解', '信号']"
406,"['进行', '缓解']"
407,"['确认', '条件', '具备']"
408,['规定']
409,"['管理', '不严']"
410,"['发生', '现象', '是', '事故', '发生']"
411,"['管理', '不严格']"
412,"['是', '事故', '发生']"
413,"['氧气', '充灌', '是']"
414,['个体']
415,"['违反', '国务院号令危险化学品安全管理条例第三十七条规定']"
416,"['属', '安全生产', '违法行为']"
417,"['产权', '属', '何xx']"
418,"['何某', '经营', '氧气', '未经', '任何', '职能部门']"
419,"['违反', '国务院', '号令']"
420,"['明知', '情况下']"
421,['充装']
422,"['充灌', '站']"
423,"['违反', '规定', '第二十九条', '规定']"
424,['有关']
425,['应对']
426,"['造成', '跨', '省界']"
427,"['杨志兴', '违反', '负责', '灌装', '管理', '规定']"
428,"['且', '违反', '劳动纪律']"
429,"['中', '擅离职守']"
430,"['责任', '不落实']"
431,"['未取得', '工商', '登记手续']"
432,"['不具备', '危险', '运输', '资质']"
433,"['变相', '挂靠', '凯信公司', '名下']"
434,"['车队', '安全管理制度']"
435,"['从业人员', '进行', '岗位', '技术培训']"
436,"['隐患排查治理', '制度']"
437,"['未采取', '及时发现']"
438,"['凯信公司', '未落实', '安全生产', '主体责任']"
439,"['违反', '规定']"
440,"['允许', '变相', '挂靠', '经营']"
441,"['且', '未对', '挂靠', '车辆']"
442,"['动态', '进行', '和', '管理']"
443,"['李建波', '未认真履行', '安全管理', '职责']"
444,"['、', '检查', '安全生产', '工作']"
445,"['及时', '消除', '变相', '挂靠']"
446,"['赵祥圣', '未履行', '安全管理', '职责']"
447,"['未及时', '制止']"
448,"['未对', '进行', '全程', '监管']"
449,"['未能', '保证', '所', '运输']"
450,"['陈志新', '驾驶', '上', '道路', '行驶', '行驶']"
451,"['未按照', '标明', '速度', '行驶']"
452,"['违法违规', '从事', '道路', '运输']"
453,"['擅自', '安装', '使用', '油罐车']"
454,"['涉嫌', '导致', '严重', '超载']"
455,"['挂靠', '只', '收取', '管理', '服务费']"
456,"['没有', '进行', '管理']"
457,"['挂靠', '自负盈亏']"
458,"['风险', '自担']"
459,['无安全管理制度']
460,"['安全', '管理员']"
461,"['未对', '包括', '押运员', '进行', '培训', '教育']"
462,"['完全', '交由', '挂靠', '车队']"
463,"['纵容', '道路交通', '违法行为']"
464,"['后', '逃逸']"
465,"['不', '配合', '调查']"
466,"['违规', '生产', '销售']"
467,"['公司', '在', 'B', '挂']"
468,"['只', '生产', '销售', '车架']"
469,"['并', '出具', '产品', '合格证']"
470,"['未进行', '和', '检测']"
471,"['B', '挂', '要求']"
472,"['存在', '安全隐患']"
473,"['不符合', '国家标准', '提供', '便利']"
474,"['事故', '造成', '负有', '重要', '责任']"
475,"['据调查', '发现']"
476,"['生产', '仅', '生产', '车架']"
477,"['自行', '购置', '安装', '罐体']"
478,"['出具', '整车', '车架', '发票']"
479,"['情况', '未进行', '和', '检测']"
480,"['存在', '安全', '问题']"
481,"['B', '挂', '检测', '时', '违规操作']"
482,['弄虚作假']
483,"['公司', '聘请', '股长', '贺建华']"
484,"['挂', '明显', '存在', '情况下']"
485,"['仅', '采用', '目测', '即', '得出', '结论']"
486,"['存在', '行为']"
487,"['违反', '规定', '规定']"
488,"['造成', '严重后果', '负有责任']"
489,"['B', '挂', '把关不严']"
490,"['、', '湖南省危险化学品包装容器检验中心']"
491,"['B', '挂', '进行', '检测']"
492,"['没有', '发现', '产品', '合格证']"
493,"['无产品', '铭牌']"
494,"['挂车', '小车', '大罐']"
495,"['后', '封头', '不符合', '有关', '问题']"
496,"['情况下', '让', 'B', '挂', '罐体']"
497,"['出具', '检测', '结论']"
498,"['使', '通过', '定期', '检测']"
499,"['进行', '安全', '技术', '年', '审时']"
500,"['疏于', '检测']"
501,"['没有', '及时发现', '该车']"
502,"['导致', '得以']"
503,"['挂', '核发', '行驶证', '审核', '不严']"
504,"['工作人员', '在', '审核', 'B', '挂车', '新车', '登记']"
505,"['没有', '及时发现', '盛兴公司']"
506,"['顺利', '上户']"
507,"['事发', '周边', '存在', '、', '建筑物']"
508,"['并', '有', '人员', '居住']"
509,"['广深沿江高速', '事发', '路段', '两边']"
510,"['出租', '土地']"
511,"['人', '无照经营']"
512,"['导致', '搭建']"
513,"['生产', '居住']"
514,"['形成', '事故隐患']"
515,['广东省公路管理局广深沿江高速公路有限公司路政大队']
516,"['未采取有效措施', '及时发现', '制止', '行为']"
517,"['建筑', '余泥']"
518,"['建筑', '控制', '加工', '作坊', '情况', '告知', '机构', '处理']"
519,"['广州市交通委员会综合行政执法局', '未采取有效措施', '及时', '巡查']"
520,['监管不力']
521,['广东省公路管理局路政管理处']
522,"['周边', '属于', '查控', '不力']"
523,"['及时', '制止', '查处', '违法建设']"
524,"['难以', '查控', '未及时', '提请', '分局', '处理']"
525,"['广州市城市管理综合执法局黄埔分局', '作为', '查处', '违法建设', '工作', '牵头', '部门']"
526,"['强化', '实施', '意见', '有关', '要求']"
527,"['未有效', '指导', '协助', '南岗', '街道办']"
528,"['致使', '存在', '大量', '违法建设']"
529,"['难以', '拆除', '依法', '进行']"
530,"['区政府', '交办', '办理', '不认真']"
531,"['未', '跟踪', '督导', '落实']"
532,"['不', '明显']"
533,"['存在', '清', '拆']"
534,"['工作', '不力']"
535,"['查控', '不力']"
536,"['做好', '违法建设']"
537,"['未有效', '制止', '违法建设', '长期存在']"
538,"['难以', '拆除', '执法局', '报告']"
539,"['协助', '工作', '未落实']"
540,"['未', '做好', '周边', '无照经营', '摸查', '工作']"
541,"['无照经营', '活动']"
542,"['未及时', '通报', '有关', '部门', '进行', '查处']"
543,"['区政府', '交办', '落实', '不到位']"
544,"['区政府', '交办', '落实', '不彻底']"
545,"['部门', '查处', '工作', '不力']"
546,"['周边', '属于', '行为', '监管', '不到位']"
547,"['及时', '查处']"
548,"['未采取有效措施', '及时发现', '查处', '木材', '行为']"
549,"['区政府', '贯彻落实', '及', '方针政策', '不到位']"
550,"['查控', '执行', '不力']"
551,"['未有效', '督促', '有关', '部门', '查处', '无照经营', '行为']"
552,"['工作', '方针政策']"
553,"['公司', '是', '击发', '帽', '爆炸物']"
554,"['该批', '击发', '帽', '爆炸物']"
555,"['黎某', '是', '击发', '帽', '爆炸物']"
556,"['未', '委托', '具有', '货物运输', '资质', '车辆']"
557,"['何某', '是', '击发', '帽']"
558,"['超出', '营运', '范围']"
559,"['该批', '击发', '帽', '爆炸物', '到', '广州']"
560,"['艾德', '是', '击发', '帽', '爆炸物']"
561,"['隐瞒', '谎称']"
562,"['非法将', '该批', '危险性', '为', '帽', '爆炸物']"
563,['储存']
564,"['具有', '货物运输', '资质', '企业', '承运']"
565,"['未向', '说明', '危险', '货物']"
566,"['以', '欺骗', '手段']"
567,"['委托', '非法进行', '报关', '出口']"
568,"['蓄意', '隐瞒', '危险性']"
569,"['作业', '进行', '安全管理']"
570,"['小心谨慎', '作业']"
571,"['艾德', '以', '蓄意', '手段']"
572,"['运输', '击发', '帽', '爆炸物']"
573,"['企图', '逃避', '海关监管', '走私', '出口', '行为']"
574,"['广州市固为货运有限公司', '是', '击发', '帽', '爆炸物']"
575,"['应当', '承担', '责任']"
576,"['未', '委托', '具有', '货物运输', '资质', '车辆', '承运']"
577,"['就', '以', '名义']"
578,"['委托', '进行', '非法', '运输']"
579,"['赵某某', '是', '击发', '帽']"
580,"['在', '击发', '帽']"
581,"['未认真', '核对', '记载', '相符']"
582,"['该批', '击发', '被', '当做', '搬运', '装车']"
583,"['擅自', '从事', '危险', '货物运输']"
584,"['均', '是', '和', '管理者']"
585,['安全管理制度']
586,"['未采取', '安全措施']"
587,"['均', '未签订', '管理', '协议', '约定', '安全生产管理职责']"
588,['导致']
589,"['派出所', '履行', '责任', '不到位']"
590,"['企业', '管理混乱']"
591,"['违规', '转让', '线路', '经营权']"
592,"['经营权', '转让']"
593,"['也', '存在', '同样', '问题']"
594,"['责任制', '不落实']"
595,"['安全', '责任']"
596,"['内部管理', '松散']"
597,"['制度', '不健全']"
598,"['没有', '建立']"
599,"['没有', '落实']"
600,"['管理', '流于形式']"
601,"['车辆', '失控', '漏管']"
602,"['只', '收费', '不管理']"
603,"['长期', '站外', '经营']"
604,"['未采取', '任何', '安全防范措施']"
605,"['监管部门', '履行', '监管', '职责', '不到位']"
606,['新县道路运输管理局']
607,"['作为', '市场', '主管部门']"
608,"['监督', '长安公司', '不到位']"
609,"['长期', '站外', '经营', '行为', '进行', '查处']"
610,"['安全管理制度', '落实', '监管', '不到位']"
611,"['牌', '发放']"
612,"['经营权', '行为']"
613,"['未能', '纠正', '客运车辆', '挂靠', '经营', '行为']"
614,['执法不严']
615,"['督促', '整改', '隐患', '不力']"
616,"['交通运输局', '执法']"
617,"['作为', '执法', '部门']"
618,"['执行', '不到位']"
619,"['执法', '计划']"
620,"['长期', '站外', '未能', '依法查处']"
621,"['查处', '不力']"
622,"['新县', '交通运输局']"
623,"['作为', '交通运输', '主管部门']"
624,"['组织', '开展', '领导', '不力']"
625,['指导']
626,"['未能', '履行', '监管', '职责', '失察']"
627,"['在场', '情况下']"
628,"['未能', '充分利用', '有效', '资源']"
629,"['场站', '统一', '发车', '经营', '秩序']"
630,"['失去', '有效', '监管']"
631,"['未能', '建立', '相互', '监督机制']"
632,"['导致', '工作', '存在', '和', '盲区']"
633,"['交通警察', '大队']"
634,"['作为', '监管', '机构']"
635,"['未严格执行', '有关', '和', '政策']"
636,"['调配', '不当']"
637,"['造成', '区域', '无', '警力']"
638,"['致使', '未能及时发现']"
639,"['新', '县公安局']"
640,"['执行', '制度', '不到位']"
641,"['安全形势', '研判']"
642,"['调整', '决策', '不当']"
643,"['队长', '调离', '后']"
644,"['及时', '调整', '补充', '队长']"
645,"['致使', '岗位', '负责人']"
646,"['工作', '缺位']"
647,['新县人民政府']
648,"['贯彻', '法律法规', '不到位']"
649,"['安排', '部署', '存在', '问题']"
650,"['领导', '在']"
651,"['贯彻执行', '不认真']"
652,"['对', '工作', '质量']"
653,"['充装', '检查', '出现', '纰漏']"
654,['检查']
655,"['存在', '问题', '未能及时发现']"
656,"['弘鼎运输公司', '危险', '管理', '缺失']"
657,"['未严格', '落实', '培训', '制度']"
658,"['私自', '改装', '使用', '不具备', '防火', '篷布']"
659,"['问题', '突出']"
660,"['产品包装', '违反规定']"
661,"['使用', '车辆', '使用', '未予', '制止']"
662,"['主体', '不明确', '问题', '突出']"
663,"['安全监管', '不到位']"
664,"['未严格', '开展', '监督', '检查']"
665,"['企业', '存在', '督促整改不力']"
666,"['内蒙古自治区阿拉善盟公安局经济技术开发区分局', '未向', '运输', '企业', '通报', '情况']"
667,"['伪装', '长期存在', '失察']"
668,"['和', '要求']"
669,"['竣工', '验收']"
670,"['工作', '落实', '不力']"
671,"['开发区管委会', '未对', '相关', '部门', '进行', '监督', '指导']"
672,"['致使', '从事', '运输', '活动']"
673,"['领导责任', '不到位']"
674,"['自己', '没有', '按规定', '穿着', '劳保', '服装']"
675,"['发现', '未', '穿戴', '劳保', '服装']"
676,"['负责人', '没有', '担负起', '责任']"
677,"['在', '发生', '爆燃', '事故', '没有']"
678,"['并', '上报', '安全事故']"
679,"['逃匿', '安全意识', '差']"
680,['违章操作']
681,"['管理', '较乱']"
682,"['所', '挂靠', '车辆', '不够']"
683,"['是', '造成', '这次', '事故']"
